Start Time,Duration,Run ID,Name,Source Type,Source Name,User,Status,Impurity,MaxDepth,MaxNumTrees,stage_0_input,stage_0_output,stage_0_type,stage_1_input,stage_1_output,stage_1_type,stage_2_input,stage_2_output,stage_2_type,stage_3_features,stage_3_label,stage_3_type,accuracy,f1,weightedPrecision,weightedRecall
2024-08-19 13:37:52,3.4min,7b8fed9f07fc49e0ba278621e4fdd48d,,LOCAL,/workdir/user_input/PySparkFit.py,root,FINISHED,0.0,5,16,sex,sex_index,"StringIndexerModel: uid=StringIndexer_2d967b990045, handleInvalid=error",car_class,car_class_index,"StringIndexerModel: uid=StringIndexer_4bfde2f0b668, handleInvalid=error","['age', 'sex_index', 'car_class_index', 'driving_experience', 'speeding_penalties', 'parking_penalties', 'total_car_accident']",features,VectorAssembler_99c26a18a412,features,has_car_accident,"GBTClassificationModel: uid = GBTClassifier_064e3c84e36d, numTrees=20, numClasses=2, numFeatures=7",0.9091772835240769,0.908881549688987,0.909194360667486,0.9091772835240768
2024-08-19 13:36:30,2.8min,90ee494a5ac149a38911a48c75b02985,,LOCAL,/opt/conda/lib/python3.8/site-packages/ipykernel_launcher.py,karpov,FINISHED,0.0,5,16,sex,sex_index,"StringIndexerModel: uid=StringIndexer_1daf1cd6f5cc, handleInvalid=error",car_class,car_class_index,"StringIndexerModel: uid=StringIndexer_784e217a068e, handleInvalid=error","['age', 'sex_index', 'car_class_index', 'driving_experience', 'speeding_penalties', 'parking_penalties', 'total_car_accident']",features,VectorAssembler_75e24b4beee2,features,has_car_accident,"GBTClassificationModel: uid = GBTClassifier_6a4678d62370, numTrees=20, numClasses=2, numFeatures=7",0.9091772835240769,0.908881549688987,0.909194360667486,0.9091772835240768
2024-08-19 13:36:00,25.9s,3597c93193e9491197747de3034c9c51,,LOCAL,/opt/conda/lib/python3.8/site-packages/ipykernel_launcher.py,karpov,FINISHED,,,,,,,,,,,,,,,,,,,
2024-08-19 13:31:59,2.6min,5469374549cc4a9aa49e0a513f2ebe2b,,LOCAL,C:\Users\Professional\IT\ML\pythonProject\task_home\alian\PySparkFit.py,Professional,FINISHED,0.0,3,32,sex,sex_index,"StringIndexerModel: uid=StringIndexer_34a3e9a7310b, handleInvalid=error",car_class,car_class_index,"StringIndexerModel: uid=StringIndexer_8275a4749248, handleInvalid=error","['age', 'sex_index', 'car_class_index', 'driving_experience', 'speeding_penalties', 'parking_penalties', 'total_car_accident']",features,VectorAssembler_339c58c58884,features,has_car_accident,"GBTClassificationModel: uid = GBTClassifier_e61b77b57dc6, numTrees=30, numClasses=2, numFeatures=7",0.9046858129993522,0.9044701401808881,0.904564597523843,0.9046858129993522
2024-08-19 13:31:41,2.4min,f0ac7be3ea6e4013ab5a5c941e8ad7d0,,LOCAL,/opt/conda/lib/python3.8/site-packages/ipykernel_launcher.py,karpov,FINISHED,0.0,3,32,sex,sex_index,"StringIndexerModel: uid=StringIndexer_a07b6276198d, handleInvalid=error",car_class,car_class_index,"StringIndexerModel: uid=StringIndexer_71ebb35290d9, handleInvalid=error","['age', 'sex_index', 'car_class_index', 'driving_experience', 'speeding_penalties', 'parking_penalties', 'total_car_accident']",features,VectorAssembler_d12e72a218c5,features,has_car_accident,"GBTClassificationModel: uid = GBTClassifier_9e7816ac2a36, numTrees=30, numClasses=2, numFeatures=7",0.9046858129993522,0.9044701401808881,0.904564597523843,0.9046858129993522
2024-08-19 13:29:42,6.2min,f201d6c2470541878380694ab46ad8ad,,LOCAL,/opt/conda/lib/python3.8/site-packages/ipykernel_launcher.py,karpov,FINISHED,,,,,,,,,,,,,,,,,,,
